time,action,power_mw,charge_mw,discharge_mw,soc_mwh,price_q10,price_q50,price_q90,spread,confidence
2026-04-30 11:45:00+03:00,charge,-50.0,50.0,0.0,52.5,-2.3833225093031656,11.919850957779527,32.66764778348982,35.05097029279298,high
2026-04-30 12:00:00+03:00,idle,0.0,0.0,0.0,52.5,-2.407802009017053,12.65745595414879,32.34336356844411,34.751165577461165,high
2026-04-30 12:15:00+03:00,idle,0.0,0.0,0.0,52.5,-2.4202387812735795,12.57000751465575,32.34336356844411,34.763602349717694,high
2026-04-30 12:30:00+03:00,idle,0.0,0.0,0.0,52.5,-2.2687672730747153,12.57000751465575,31.569907660485818,33.83867493356053,high
2026-04-30 12:45:00+03:00,idle,0.0,0.0,0.0,52.5,-2.2772893180380995,12.299603951954488,31.569907660485818,33.84719697852392,high
2026-04-30 13:00:00+03:00,idle,0.0,0.0,0.0,52.5,-2.6565278756888473,12.438587032533867,31.569907660485818,34.22643553617466,high
2026-04-30 13:15:00+03:00,charge,-50.0,50.0,0.0,64.375,-2.7627440759069977,11.932265468746232,32.115785355175106,34.8785294310821,high
2026-04-30 13:30:00+03:00,charge,-50.0,50.0,0.0,76.25,-3.1108429624800564,11.932265468746232,32.115785355175106,35.22662831765516,high
2026-04-30 13:45:00+03:00,charge,-50.0,50.0,0.0,88.125,-3.0463207800392,11.834378812889108,32.115785355175106,35.16210613521431,high
2026-04-30 14:00:00+03:00,idle,0.0,0.0,0.0,88.125,-3.1148779497654826,12.785578201255253,32.07492321550737,35.189801165272854,high
2026-04-30 14:15:00+03:00,idle,0.0,0.0,0.0,88.125,-3.005603193245061,13.076729719252997,35.64438905139595,38.649992244641005,high
2026-04-30 14:30:00+03:00,idle,0.0,0.0,0.0,88.125,-3.4986565898960973,13.508500315791908,37.53450623327485,41.03316282317095,high
2026-04-30 14:45:00+03:00,idle,0.0,0.0,0.0,88.125,-4.07330056639813,13.989995461657413,38.07004865053306,42.14334921693119,high
2026-04-30 15:00:00+03:00,charge,-28.947368,28.947368,0.0,95.0,-3.191560536752331,12.28112969404547,50.69502912085597,53.886589657608305,high
2026-04-30 15:15:00+03:00,idle,0.0,0.0,0.0,95.0,-0.9017432529720842,26.67056165125426,55.899038213321,56.80078146629308,high
